name,brand,price,sku,image_url,description,category,sub_category
Florida State University Gold Print Skin Bundle for Xbox One,Skinit,39.99,255486,https://media.gamestop.com/i/gamestop/11129483/Florida-State-University-Gold-Print-Skin-Bundle-for-Xbox-One?$pdp2x$,"The Florida State Xbox One Console and Controller Bundle Skin is made from a 3M durable auto-grade vinyl for an ultimate lightweight Xbox One Console and Controller Bundle decal protection without the bulk. Every Skinit Florida State skin is officially licensed by Collegiate Licensing Co for an authentic brand design. The Florida State FSU Gold Print Microsoft Xbox One Console and Controller Bundle decal skin is engineered to feature vibrant photo quality designs and to perfectly fit your Xbox One Console and Controller Bundle The Florida State FSU Gold Print skin can be easily applied and removed from your Xbox One Console and Controller Bundle with no residue, no mess and no fuss due to 3M adhesive backing. This makes it even easier for you to mix up your Xbox One Console and Controller Bundle style as much as you want to keep your device feeling new. All Skinit made decal skins are cut and crafted with everyday Xbox One Console and Controller Bundle uses in mind so that each Florida State skin offers a premium feel with a thin functional protection. Shop all officially licensed Florida State Microsoft Xbox One Console and Controller Bundle skins made by Skinit and make it yours today!",Skins,Xbox One
Skinit Spider-Man Face Skin Bundle for PlayStation 5 Digital Edition,Skinit,39.99,297627,https://media.gamestop.com/i/gamestop/11149584/Skinit-Spider-Man-Face-Skin-Bundle-for-PlayStation-5-Digital-Edition?$pdp2x$,"The Marvel Spider-Man PS5 Digital Edition Bundle Skin is made from a 3M durable auto-grade vinyl for an ultimate lightweight PS5 Digital Edition Bundle decal protection without the bulk. Every Skinit Spider-Man skin is officially licensed by Marvel/Disney for an authentic brand design. The Spider-Man Spider-Man Face Sony PS5 Digital Edition Bundle decal skin is engineered to feature vibrant photo quality designs and to perfectly fit your PS5 Digital Edition Bundle The Spider-Man Spider-Man Face skin can be easily applied and removed from your PS5 Digital Edition Bundle with no residue, no mess and no fuss due to 3M adhesive backing. This makes it even easier for you to mix up your PS5 Digital Edition Bundle style as much as you want to keep your device feeling new. All Skinit made decal skins are cut and crafted with everyday PS5 Digital Edition Bundle uses in mind so that each Spider-Man skin offers a premium feel with a thin functional protection. Shop all officially licensed Marvel Spider-Man Sony PS5 Digital Edition Bundle skins made by Skinit and make it yours today!",Skins,PlayStation 5
Highland Mint MLB Boston Red Sox World Series Champions Ticket Collection,Highland Mint,69.99,263656,https://media.gamestop.com/i/gamestop/11133967/Highland-Mint-MLB-Boston-Red-Sox-World-Series-Champions-Ticket-Collection?$pdp2x$,"The Boston Red Sox replica World Series ticket collection is  featured in a 12"" x 15"" wood frame with double matting. A 39mm minted bronze Boston Red Sox World Series Champions commemorative coin and a 39mm minted bronze Boston Red Sox team coin are accompanied by a certificate of authenticity. It is officially licensed by the MLB and proudly made in the USA by The Highland Mint!",Collectibles,Ticket Collections
Call of Duty: Black Ops - Nintendo Wii,Activision,17.99,917972,https://media.gamestop.com/i/gamestop/10077885/Call-of-Duty-Black-Ops---Nintendo-Wii?$pdp2x$,"The biggest first-person action series of all time and the follow-up to last year's blockbuster Call of Duty: Modern Warfare 2 returns with Call of Duty: Black Ops.Call of Duty: Black Ops will take you behind enemy lines as a member of an elite special forces unit engaging in covert warfare, classified operations, and explosive conflicts across the globe. With access to exclusive weaponry and equipment, your actions will tip the balance during the most dangerous time period mankind has ever known.",Video Games,Wii
Apex Legends Mirage Edition,Electronic Arts,19.99,295452,https://media.gamestop.com/i/gamestop/11146553/Apex-Legends-Mirage-Edition?$pdp2x$,"Ride into town looking good as you lay down the law on the competition with the Apex Legends™ - Mirage Edition. Outlaws beware, this new sheriff is ready to stop evildoers in their tracks.",Video Games,Nintendo Switch
Good Vibes Rainbow Word Art Mens Raglan Baseball T-Shirt,LA Pop Art,28.99,267673,https://media.gamestop.com/i/gamestop/11139548_navygray/Good-Vibes-Rainbow-Word-Art-Mens-Raglan-Baseball-T-Shirt-navygray?$pdp2x$,"Created using the words Love, Good Vibes & Happiness Life is not always rainbows, love, good vibes & happiness - but in the case of our ""word art"" rainbow design, it actually is!  Spread good vibes with our rainbow shirt created out of the words Love, Good Vibes & Happiness. ",Men's,T-Shirts
Mario Party 3 - Nintendo 64,Nintendo,49.99,944025,https://media.gamestop.com/i/gamestop/10122514/Mario-Party-3---Nintendo-64?$pdp2x$,"Mario and friends are throwing a party and you're invited. It's their biggest bash yet, with seventy totally new Mini-Games and five brand new adventure boards. You'll be the life of the party as you punch, pound and stampede right over your opponents in a multiplayer melee or go head-to-head in the new two-player duel mode. You can even unlock new characters in the one-player challenge. With so much fun and excitement, this is a bash you'll just have to crash!",Retro Nintendo,Nintendo 64
PaperCraft World 3D Model Otter,PaperCraft World,24.95,304828,https://media.gamestop.com/i/gamestop/11154016/PaperCraft-World-3D-Model-Otter?$pdp2x$,"Playful, cute and inquisitive, otters are curious creatures children connect to. Made out of 3D kirigami paper, our self standing otter figurine shelf ornament is perfect for decorating a classroom, nursery, or home. This otter paper decor comes in practical pre-cut and pre-creased numbered pieces and is not intended only for arts and crafts enthusiasts. This otter paper model kit is made for anyone and everyone and only requires a little patience and time. Just follow the instructions and have fun! Tacky art glue not included.",Collectibles,Model Kits
Super NES Classic Edition Controller,Nintendo,17.99,185450,https://media.gamestop.com/i/gamestop/10171311/Super-NES-Classic-Edition-Controller?$pdp2x$,"The Super NES Classic Edition system looks and feels just like the original ’90s home console, except it’s super small. Play 20 classic Super NES games plus *gasp* the never-before-released Star Fox™ 2 game!",Super Nintendo,Accessories
Star Wars Jedi Knight Robe Deluxe Kids,Rubie's Costume Company,59.99,318273,https://media.gamestop.com/i/gamestop/11169425/Star-Wars-Jedi-Knight-Robe-Deluxe-Kids?$pdp2x$,"Complete your Star Wars costume with this Deluxe Super Jedi Hood Robe for Kids! This high-quality costume replica of the traditional Jedi ceremonial robe is made of comfortable and durable materials for a costume piece you will love to wear again and again! Add a lightsaber so that your Jedi is ready for battle! Perfect for Star Wars cosplay, Halloween and any other costumed occasion year round! Don't wait until the last minute! Order yours online today!",Kid's,Costumes
Animal Crossing Isabelle Looking Toward New Horizons Long Sleeve T-Shirt,Fifth Sun,24.99,250096,https://media.gamestop.com/i/gamestop/11122208/Animal-Crossing-Isabelle-Looking-Toward-New-Horizons-Long-Sleeve-T-Shirt?$pdp2x$,Join all your favorite villagers in this officially licensed Nintendo Animal Crossing apparel!,Men's,T-Shirts
Sniper Elite III - Xbox 360,505 Games,9.99,101494,https://media.gamestop.com/i/gamestop/10113789/Sniper-Elite-III---Xbox-360?$pdp2x$,"Featuring a greater focus on player agency/choice and expansive environments filled with opportunities for distinct play-styles, and set in the exotic yet deadly terrain of North Africa during World War Two, Sniper Elite 3 sees American OSS agent Karl Fairburne deep behind Nazi lines, providing crucial sharpshooter skills as the Allies battle Germany's fearsome Tiger tanks across the Western Desert. But it's not just the famed Afrika Korps that Karl has to worry about. He soon uncovers German plans to build a “wunderwaffe” – wonder weapon – with the power to crush any Allied forces in its path, and turn the tide of the whole war.",Video Games,Xbox 360
Tokyo Xtreme Racer - Sega Dreamcast,Genki,9.99,947042,https://media.gamestop.com/i/gamestop/10122595/Tokyo-Xtreme-Racer---Sega-Dreamcast?$pdp2x$,"Throw down against road rivals in Point Battle Mode, customize your import dream ride in Quest Mode, or choose Versus Mode to go head-to-head at a blistering 60 frames-per-second in Tokyo Highway Challenge.",Retro Sega,Dreamcast
Call of Duty: Black Ops II Viper Personalization Pack,Activision,1.99,525428,https://media.gamestop.com/i/gamestop/10109136/Call-of-Duty-Black-Ops-II-Viper-Personalization-Pack?$pdp2x$,"Inspired by the camouflaged scales of a deadly snake, the Call of Duty®: Black Ops 2 Viper MP Personalization Pack comes loaded with a snakeskin-themed weapon skin, three uniquely-shaped reticles, and an all-new themed Calling Card by which your enemies can remember you. (NOTICE: Reticles will only be available for ACOG, EOTECH and Red Dot scopes.)",Video Games,PC Games
Bakugan: Champions of Vestroia Deluxe Edition - Nintendo Switch,Warner Bros. Interactive Entertainment,49.99,218866,https://media.gamestop.com/i/gamestop/11103848/Bakugan-Champions-of-Vestroia-Deluxe-Edition---Nintendo-Switch?$pdp2x$,"Bakugan: Champions of Vestroia is an all-new action role-playing game with an original story that expands on the hit TV series and brings the Bakugan universe to the Nintendo Switch for the very first time. The adventure takes players on the ultimate Bakugan journey as they befriend powerful creatures known as Bakugan, gear up and customize Bakugan teams for fiercely strategic battles, and master their skills to become the Champion of Vestroia. Players can also play online in head-to-head multiplayer. Only on Nintendo Switch.",Video Games,Nintendo Switch
DC Comics Batgirl Girls Costume,Rubie's Costume Company,49.99,318241,https://media.gamestop.com/i/gamestop/11169391/DC-Comics-Batgirl-Girls-Costume?$pdp2x$,"Holy smokes, Batgirl! Who needs Batman when the crime fighting Batgirl is there to save the day? Our Halloween Girl's Batgirl Costume is all your daughter needs to fight crime in Gotham City! She'll be ready to suit up and track villains down with our Batgirl costume. Complete with belt, glovelettes, dress with attached cape, and mask, Barbara Gordon will keep citizens safe for Halloween! Shop for a Girl's Batgirl Costume and your little girl will put the Joker and Penguin in Arkham Asylum for good!",Kid's,Costumes
Bomberman Land - Nintendo Wii,Konami,19.99,917217,https://media.gamestop.com/i/gamestop/10012436/Bomberman-Land---Nintendo-Wii?$pdp2x$,"Adventure, Mini-games, and Multiplayer Action await you!Embark on a fun-filled, theme park adventure as you discover intrigue and a host of addicting mini-games throughout 5 unique Zones. Also included, is the original Bomberman Battle game. Battle up to 4 friends and find out who is king Bomberman.",Video Games,Wii
Jojo Siwa Rainbow Unicorn Pillow Pet,Pillow Pets,29.99,263312,https://media.gamestop.com/i/gamestop/11134722/Jojo-Siwa-Rainbow-Unicorn-Pillow-Pet?$pdp2x$,"Because JoJo and her fans are obsessed with unicorns, Pillow Pets presents JoJo Siwa’s Rainbow Unicorn! Just like the real star, this unicorn loves to sing, dance, act, and wear BIG colorful bows! Siwatorz love this super soft, cute, and adorable stuffed unicorn. She’s unique, fun, special. and magical, just like JoJo! Surprise your little one with a unicorn that they will love endlessly as a child, snuggle with as a teen, and end up taking to college. Pillow Pets bring joy, security, comfort and smiles to all ages. Super soft, parent approved, fun and functional, high quality plush designs that last through childhood and beyond.",Bedroom,Bedding
This Is The Police - Xbox One,THQ,4.99,142974,https://media.gamestop.com/i/gamestop/10142519/This-Is-The-Police---Xbox-One?$pdp2x$,"Dive into a deep story of corruption, crime and intrigue. Take the role of gritty Police Chief Jack Boyd, and come face to face with the ugly underbelly of Freeburg, a city spiraling the drain. Will Jack reach his retirement with a nice stack of bills, or will he end up broken ... or worse? Manage your staff, respond to emergencies, and investigate crimes in a city on the brink of chaos. The mafia underworld maneuvers behind the scenes, sinking their claws ever deeper into the city, even as the mayor is ready to exploit every situation to his political advantage. Choose your approach to each situation as it unfolds. Sometimes you'll be responding to a developing crisis at a crime scene, or negotiating with Freeburg's crime bosses. Sometimes you'll find yourself dodging questions in the press room, or even the occasional cross-examination in the witness box. Can you keep this pressure cooker from exploding, at least for long enough to stash away a nice retirement nest egg?",Video Games,Xbox One
Hasbro Power Rangers Lightning Collection Dino Fury Red Ranger 6-in Action Figure,Hasbro,22.99,310953,https://media.gamestop.com/i/gamestop/11160366/Hasbro-Power-Rangers-Lightning-Collection-Dino-Fury-Red-Ranger-6-in-Action-Figure?$pdp2x$,"This 6-inch Lightning Collection Dino Fury Red Ranger figure features premium paint and decorative details inspired by the show, over 20 points of articulation for high poseability, swappable heads to display the Ranger with or without his helmet, Chromafury Saber, blast effect piece, and an extra pair of hands for more ways to play or display. Go Go Power Rangers!",Collectibles,Figures
Dragon Ball Xenoverse 2 - PlayStation 4,Bandai,15.99,128383,https://media.gamestop.com/i/gamestop/10132205/Dragon-Ball-Xenoverse-2---PlayStation-4?$pdp2x$,IT'S TIME TO GO SUPER SAIYAN!,Video Games,PlayStation 4
Rose Quartz and Serenity Ombre Console Skin for PlayStation 5,Skinit,24.99,247619,https://media.gamestop.com/i/gamestop/11119964/Rose-Quartz-and-Serenity-Ombre-Console-Skin-for-PlayStation-5?$pdp2x$,"The Solids PS5 Console Skin is made from a 3M durable auto-grade vinyl for an ultimate lightweight PS5 Console decal protection without the bulk. Every Skinit Solids skin is officially licensed by Skinit for an authentic brand design. The Solids Rose Quartz & Serenity Ombre Sony PS5 Console decal skin is engineered to feature vibrant photo quality designs and to perfectly fit your PS5 Console The Solids Rose Quartz & Serenity Ombre skin can be easily applied and removed from your PS5 Console with no residue, no mess and no fuss due to 3M adhesive backing. This makes it even easier for you to mix up your PS5 Console style as much as you want to keep your device feeling new. All Skinit made decal skins are cut and crafted with everyday PS5 Console uses in mind so that each Solids skin offers a premium feel with a thin functional protection. Shop all officially licensed Solids Sony PS5 Console skins made by Skinit and make it yours today!",Skins,PlayStation 5
The Flash Flames Mens T-Shirt,Fifth Sun,21.99,303810,https://media.gamestop.com/i/gamestop/11153958/The-Flash-Flames-Mens-T-Shirt?$pdp2x$,"Watch out, villains! You don't stand a chance against one of these officially licensed DC Comics Justice League styles! Some of your favorite DC heroes like Batman, Superman, Green Arrow, and Wonder Woman are portrayed across a fun comic book-inspired design that represents the beloved ""JLA"" or Justice League of America.",Men's,T-Shirts
Pokemon Conquest - Nintendo DS,Nintendo,39.99,920767,https://media.gamestop.com/i/gamestop/10100555/Pokemon-Conquest---Nintendo-DS?$pdp2x$,"In Pokémon Conquest, you take on the role of a young Warlord who is linked with a Pokémon. Together with your Pokémon, you must set out to recruit Warrior allies to strengthen your growing kingdom. Along your journey, you will encounter a variety of Pokémon, as well as figures from Japanese history which fans of the famous Nobunaga's Ambition series of games will recognize. The game contains nearly 200 Pokémon, including many from the recent Pokémon Black Version and Pokémon White Version games, which have sold more than 4 million copies combined. As the battlefield unfolds in Pokémon Conquest, you must choose the correct Pokémon type to inflict maximum damage on your opponent. The turn-based skirmishes, allow you to choose different tactics for intense 6-on-6 battles, and battle conditions can change on every turn, keeping you on your toes in anticipation of what will happen next.",Video Games,NDS
The Flash Portrait Console Skin for Xbox One,Skinit,24.99,255995,https://media.gamestop.com/i/gamestop/11128683/The-Flash-Portrait-Console-Skin-for-Xbox-One?$pdp2x$,"The DC Comics Flash Xbox One Console Skin is made from a 3M durable auto-grade vinyl for an ultimate lightweight Xbox One Console decal protection without the bulk. Every Skinit Flash skin is officially licensed by Warner Bros for an authentic brand design. The Flash Flash Portrait Microsoft Xbox One Console decal skin is engineered to feature vibrant photo quality designs and to perfectly fit your Xbox One Console The Flash Flash Portrait skin can be easily applied and removed from your Xbox One Console with no residue, no mess and no fuss due to 3M adhesive backing. This makes it even easier for you to mix up your Xbox One Console style as much as you want to keep your device feeling new. All Skinit made decal skins are cut and crafted with everyday Xbox One Console uses in mind so that each Flash skin offers a premium feel with a thin functional protection. Shop all officially licensed DC Comics Flash Microsoft Xbox One Console skins made by Skinit and make it yours today!",Skins,Xbox One
Yoshi's Story - Nintendo 64,Nintendo,24.99,944049,https://media.gamestop.com/i/gamestop/10122556/Yoshis-Story---Nintendo-64?$pdp2x$,"The evil Baby Bowser has cast a spell turning Yoshi's Island into a picture book. Worse yet, the Super Happy Tree has been stolen, making the island dark and gloomy. Players must take control of six Yoshis, each a different color, and travel through six pages (worlds) of platforming adventure to recover the tree and return the island to normal! Featuring huge character models and bright, vibrant colors, the game's various environments (such as woods, caves, mountains, and oceans) come alive in a uniquely gorgeous 2½-D look. Eat fruit, avoid enemies and obstacles, and throw eggs from the Yoshis' never-ending supply in your quest to stop Baby Bowser's plan from succeeding. If you're good enough, you can aim for higher scores by being picky about the fruit you eat. And who knows, you might even find the mysterious black and white Yoshis!",Retro Nintendo,Nintendo 64
Bandai Evangelion: 3.0+1.0 Thrice Upon a Time Asuka Shikinami Langley 8.66-in Statue,Bandai,35.99,220768,https://media.gamestop.com/i/gamestop/11105159/Bandai-Evangelion-3.01.0-Thrice-Upon-a-Time-Asuka-Shikinami-Langley-8.66-in-Statue?$pdp2x$,"Bandai Spirits Ichibansho is proud to announce their newest release from  EVANGELION:3.0+1.0 : Asuka Shikinami Langley! This statue is expertly crafted and meticulously sculpted to look like Asuka Shikinami Langley from their respective anime. Standing at approximately 8.66"" tall, Asuka Shikinami Langley is seen in his popular pose. Be sure to collect this and enhance your display with other incredible Ichibansho figures!",Collectibles,Statues
Banpresto Demon Slayer: Kimetsu no Taiba Be in Front of the Oyakata-Sama Statue (Assortment),Banpresto,3.95,216957,https://media.gamestop.com/i/gamestop/11102731/Banpresto-Demon-Slayer-Kimetsu-no-Taiba-Be-in-Front-of-the-Oyakata-Sama-Statue-Assortment?$pdp2x$,"From the popular anime franchise, Demon Slayer, comes Banpresto’s Demon Slayer Be in Front of the Oyakata-Sama vol.2 WCF figures. This lineup includes Tengen Uzui, Mitsuri Kanroji, Obanai Iguro, Sanemi Shinazugawa, and Gyomei Himejima.",Toys & Games,Blind Bags
Play-Doh 65 Ultra Color Collection Set,Hasbro,20.99,303082,https://media.gamestop.com/i/gamestop/11156211/Play-Doh-65-Ultra-Color-Collection-Set?$pdp2x$,"Celebrate any occasion with color, color, and more color! This Play-Doh 65-pack is perfect for kids to share, and it comes with a wide variety of 60 colors. These small 1-ounce Play-Doh cans feature 5 cans of sparkly blue Play-Doh Sapphire compound plus 32 classic colors, 7 Play-Doh Confetti colors, 13 Play-Doh Sparkle colors, and 8 Color Burst mixing colors. This fun size Play-Doh set has plenty of modeling compound for party favors, goodie bag fillers, arts and crafts activities, or a great gift for kids 3 and up who love to get creative with modeling clay!",Toys & Games,Arts & Crafts
We Happy Few Deluxe Edition,Gearbox,79.99,176893,https://media.gamestop.com/i/gamestop/10152926/We-Happy-Few-Deluxe-Edition?$pdp2x$,The We Happy Few Deluxe Edition includes both the game and the Season Pass.,Video Games,Xbox One
Assassin's Creed Odyssey Season Pass,Ubisoft,39.99,179288,https://media.gamestop.com/i/gamestop/10168390/Assassins-Creed-Odyssey-Season-Pass?$pdp2x$,"Continue your epic odyssey with two new major story arcs, each with three exciting episodes, in addition to receiving Assassin's Creed® III Remastered in 4K and HDR upon its release.",Video Games,PC Games
FiGPiN My Hero Academia Mei Hatsume Collectible Enamel Pin,FiGPiN,14.99,227144,https://media.gamestop.com/i/gamestop/11110088/FiGPiN-My-Hero-Academia-Mei-Hatsume-Collectible-Enamel-Pin?$pdp2x$,nan,Collectibles,Figures
Tom Clancy's Ghost Recon Wildlands: Currency Pack - 3840 Credits,Ubisoft,19.99,142695,https://media.gamestop.com/i/gamestop/10142543/Tom-Clancys-Ghost-Recon-Wildlands-Currency-Pack---3840-Credits?$pdp2x$,"Keep being a step ahead of the Cartel and distinguish yourself from other players by wisely spending your GR Credits. With credits you can buy costumes, weapons, vehicles, boosters and more.
This credit pack contains 5600 GR Credits. Gain 1685 extra credits for free for a total of 7285 GR Credits!",Gift Cards,Virtual Currency
Toilet Ninja Silent Butt Ninja Youth T-Shirt,Funko,19.99,238106,https://media.gamestop.com/i/gamestop/11133894/Toilet-Ninja-Silent-Butt-Ninja-Youth-T-Shirt?$pdp2x$,"Everyone knows better than to cross me. I'm “Silent Butt Deadly”. This Toilet Ninja T-Shirt is 100% cotton. Machine wash and tumble dry. Funko Paka Paka tee shirt is in youth sizes: SM, MD, LG, XL and 2X.",Men's,T-Shirts
Skinit NBA Indiana Pacers Skin Bundle for Xbox Series S,Skinit,39.99,257373,https://media.gamestop.com/i/gamestop/11130401/Skinit-NBA-Indiana-Pacers-Skin-Bundle-for-Xbox-Series-S?$pdp2x$,"The NBA Indiana Pacers Xbox Series S Bundle Skin is made from a 3M durable auto-grade vinyl for an ultimate lightweight Xbox Series S Bundle decal protection without the bulk. Every Skinit Indiana Pacers skin is officially licensed by NBA for an authentic brand design. The Indiana Pacers Indiana Pacers Canvas Microsoft Xbox Series S Bundle decal skin is engineered to feature vibrant photo quality designs and to perfectly fit your Xbox Series S Bundle The Indiana Pacers Indiana Pacers Canvas skin can be easily applied and removed from your Xbox Series S Bundle with no residue, no mess and no fuss due to 3M adhesive backing. This makes it even easier for you to mix up your Xbox Series S Bundle style as much as you want to keep your device feeling new. All Skinit made decal skins are cut and crafted with everyday Xbox Series S Bundle uses in mind so that each Indiana Pacers skin offers a premium feel with a thin functional protection. Shop all officially licensed NBA Indiana Pacers Microsoft Xbox Series S Bundle skins made by Skinit and make it yours today!",Skins,Xbox Series X|S
Animal Crossing Series 3 amiibo Trading Cards,Nintendo,5.99,121965,https://media.gamestop.com/i/gamestop/11015794/Animal-Crossing-Series-3-amiibo-Trading-Cards?$pdp2x$,"Animal Crossing Amiibo Cards are collector’s trading cards with amiibo functionality from Nintendo for use with the latest Animal Crossing: New Horizons game on Nintendo Switch, Animal Crossing: New Leaf’s Welcome amiibo update, Animal Crossing: Happy Home Designer, and Animal Crossing: amiibo Festival.",Nintendo Switch,Nintendo Switch Amiibo
Kenner The Vintage Collection Star Wars The Empire Strikes Back Lando Calrissian Action Figure,Hasbro,13.99,308101,https://media.gamestop.com/i/gamestop/11157360/Kenner-The-Vintage-Collection-Star-Wars-The-Empire-Strikes-Back-Lando-Calrissian-Action-Figure?$pdp2x$,"Lando Calrissian may have come late to the fight against the Empire, but his role in destroying the second Death Star cemented his reputation as a hero.

Celebrate the legacy of Star Wars, the action-and-adventure-packed space saga from a galaxy far, far away, with premium 3.75-inch scale figures and vehicles from Star Wars The Vintage Collection. Figures feature premium detail and design across product and packaging inspired by the original line, as well as the entertainment-inspired collector grade deco that fans have come to know and love. (Additional products each sold separately.  Subject to availability.)

Featuring premium detail and design across multiple points of articulation inspired by Star Wars: The Empire Strikes Back, this collectible Star Wars The Vintage Collection 3.75-inch-scale figure makes a great gift for Star Wars fans and collectors.",Collectibles,Figures
Paka Paka Kawaii Village Cat Mens T-Shirt,Funko,19.99,238011,https://media.gamestop.com/i/gamestop/11114405/Paka-Paka-Kawaii-Village-Cat-Mens-T-Shirt?$pdp2x$,"From the world of Funko’s Paka Paka line comes the Kawaii Village T-Shirt. Perfect for a visit to a fun fantasy land, or just showing off your Paka Paka love! Journey to the land of cuteness with the Kawaii Village T-Shirt. We can guarantee you won't be able to resist all the adorableness that you'll encounter there. 100% cotton. Machine wash and tumble dry. Funko tee shirt is in unisex sizes: SM, MD, LG, XL and 2X.",Men's,T-Shirts
Melissa and Doug Puppet Time Theatre,Melissa & Doug,107.99,322472,https://media.gamestop.com/i/gamestop/11177275/Melissa-and-Doug-Puppet-Time-Theatre?$pdp2x$,"It's show time! This wooden puppet theater has been designed with a sturdy, non-tip base and plenty of room inside for a puppeteer or two! The stylized theatrical graphics and plush, velvety curtains will inspire creativity and expression in any child. Including a clock with movable hands and a chalkboard panel for playbill information, it's a stage just awaiting imagination!",Toys & Games,Pretend Play Toys
Aluratek Bluetooth Wireless Stereo Headphones Black,Aluratek,39.1,295222,https://media.gamestop.com/i/gamestop/11147941/Aluratek-Bluetooth-Wireless-Stereo-Headphones-Black?$pdp2x$,"Delivers hands-free convenience and superb hi-fidelity stereo sound wirelessly - up to 33 feet. Stream your favorite tunes and listen to audio from your smartphone, tablet, PC or Mac laptop.",Desktops & Laptops,PC Headsets
F1 2014 - Xbox 360,Codemasters,18.99,105695,https://media.gamestop.com/i/gamestop/10117067/F1-2014---Xbox-360?$pdp2x$,"F1™ 2014 on Xbox 360, PS3 and PC is the culmination of five years of experience developing officially licensed, award-winning FORMULA 1™ video games and delivers fans the most accessible FORMULA ONE™ experience yet. Players of all abilities will feel what it's like to compete in races where the greatest drivers in the world are pushed to their limits in machines which are a showcase for the very best automotive engineering can offer – the true pinnacle of motorsport.",Video Games,Xbox 360
Banpresto One Piece Onami Version A Q posket Figure,Banpresto,24.99,295317,https://media.gamestop.com/i/gamestop/11146730/Banpresto-One-Piece-Onami-Version-A-Q-posket-Figure?$pdp2x$,nan,Collectibles,Statues
RBI Baseball 20 - Xbox One,MLB,19.99,211444,https://media.gamestop.com/i/gamestop/11099653/RBI-Baseball-20---Xbox-One?$pdp2x$,"Legends. Start. Here.
Unleash greatness with your MLB crew in R.B.I. Baseball 20. R.B.I. redefines arcade baseball
action with massive advancements including brand new batting, pitching & baserunning
controls, all-new broadcast-style pitching camera & major visual improvements.",Video Games,Xbox One
Puzzle Presto! Peel and Stick Puzzle Saver,Buffalo Games,7.99,295977,https://media.gamestop.com/i/gamestop/11156149/Puzzle-Presto-Peel-and-Stick-Puzzle-Saver?$pdp2x$,"No Glue. No Mess! If you want to save your puzzle, this is your product! This is the Peel & Stick Puzzle Saver that’s quick and easy, with no messy cleanup or dry time preparation. Say goodbye to liquid glue and glue brushes. Simply peel off the protective paper and press it to the back of any completed puzzle. Puzzle Presto! bonds immediately and your puzzle is saved with its original pristine finish. Preserve your puzzle in minutes!",Toys & Games,Puzzles
Star Wars Tie Dye Logo Mens T-Shirt,Fifth Sun,19.99,302628,https://media.gamestop.com/i/gamestop/11152910/Star-Wars-Tie-Dye-Logo-Mens-T-Shirt?$pdp2x$,"Transport yourself to a galaxy far, far away with a cool new Star Wars shirt featuring Darth Vader, Luke Skywalker, Yoda, Chewbacca, Princess Leia, Boba Fett, and all your favorite Star Wars characters!",Men's,T-Shirts
Secret Neighbor - Nintendo Switch,tinyBuild Games,19.99,307359,https://media.gamestop.com/i/gamestop/11156708/Secret-Neighbor---Nintendo-Switch?$pdp2x$,"Explore the Hello Neighbor house with your friends, but beware - one of you is the Neighbor in disguise. Secret Neighbor is an evergrowing multiplayer Social Horror game set in the Hello Neighbor universe.",Video Games,Nintendo Switch
LucidSound LS50X Stereo Wireless Gaming Headset for Xbox One Black,LucidSound,189.99,208623,https://media.gamestop.com/i/gamestop/11098252/LucidSound-LS50X-Stereo-Wireless-Gaming-Headset-for-Xbox-One-Black?$pdp2x$,100% Wireless for gaming on Xbox One and Windows 10. Bluetooth Wireless for everything else.,Gaming Headsets,Xbox One
Skinit NHL Boston Bruins Skin Bundle for Xbox Series S,Skinit,39.99,257917,https://media.gamestop.com/i/gamestop/11130893/Skinit-NHL-Boston-Bruins-Skin-Bundle-for-Xbox-Series-S?$pdp2x$,"The NHL Boston Bruins Xbox Series S Bundle Skin is made from a 3M durable auto-grade vinyl for an ultimate lightweight Xbox Series S Bundle decal protection without the bulk. Every Skinit Boston Bruins skin is officially licensed by National Hockey League, Enterprises for an authentic brand design. The Boston Bruins Boston Bruins Frozen Microsoft Xbox Series S Bundle decal skin is engineered to feature vibrant photo quality designs and to perfectly fit your Xbox Series S Bundle The Boston Bruins Boston Bruins Frozen skin can be easily applied and removed from your Xbox Series S Bundle with no residue, no mess and no fuss due to 3M adhesive backing. This makes it even easier for you to mix up your Xbox Series S Bundle style as much as you want to keep your device feeling new. All Skinit made decal skins are cut and crafted with everyday Xbox Series S Bundle uses in mind so that each Boston Bruins skin offers a premium feel with a thin functional protection. Shop all officially licensed NHL Boston Bruins Microsoft Xbox Series S Bundle skins made by Skinit and make it yours today!",Skins,Xbox Series X|S
Pillars of Eternity II: Deadfire Ultimate Edition - PlayStation 4,THQ,18.99,211116,https://media.gamestop.com/i/gamestop/10175787/Pillars-of-Eternity-II-Deadfire-Ultimate-Edition---PlayStation-4?$pdp2x$,"Pursue a rogue god over land and sea in the sequel to the multi-award-winning RPG Pillars of Eternity. Captain your ship on a dangerous voyage of discovery across the vast unexplored archipelago region of the Deadfire. Bend the world to your will, as you explore the depths of infinite possibilities, including detailed character customization, total freedom of exploration, and more meaningful choices at every turn.",Video Games,PlayStation 4
Star Wars Comic Logo Mens T-Shirt,Fifth Sun,21.99,302385,https://media.gamestop.com/i/gamestop/11152845/Star-Wars-Comic-Logo-Mens-T-Shirt?$pdp2x$,"Transport yourself to a galaxy far, far away with a cool new Star Wars shirt featuring Darth Vader, Luke Skywalker, Yoda, Chewbacca, Princess Leia, Boba Fett, and all your favorite Star Wars characters!",Men's,T-Shirts
