name,brand,price,sku,image_url,description,category,sub_category
Hasbro Marvel Legends Series Ant-Man Roleplay Premium Collector Movie Electronic Helmet,Hasbro,89.99,188980,https://media.gamestop.com/i/gamestop/10172048/Hasbro-Marvel-Legends-Series-Ant-Man-Roleplay-Premium-Collector-Movie-Electronic-Helmet?$pdp2x$,"Scott Lang is recruited by Hank Pym to don the Ant-Man suit and shrink into action as the incredible, power-packed half-inch hero!",Collectibles,Replicas
PowerA Joy-Con Charging Dock for Nintendo Switch,PowerA,22.99,141732,https://media.gamestop.com/i/gamestop/10141872/PowerA-Joy-Con-Charging-Dock-for-Nintendo-Switch?$pdp2x$,"The Joy-Con Charging Dock is the easiest solution for charging your Nintendo Switch Joy-Con Controllers. Charge 4 Joy-Con Controllers at a time for multiple players, or keep an extra pair charged for single players to switch out. Simply slide the Joy-Con Controllers down and wait until each charge LED turns green!",Batteries,Nintendo Switch
Frozen 2 Anna and Elsa Skin Bundle for PlayStation 5,Skinit,39.99,256175,https://media.gamestop.com/i/gamestop/11132336/Frozen-2-Anna-and-Elsa-Skin-Bundle-for-PlayStation-5?$pdp2x$,"The Frozen PS5 Bundle Skin is made from a 3M durable auto-grade vinyl for an ultimate lightweight PS5 Bundle decal protection without the bulk. Every Skinit Frozen skin is officially licensed by Disney for an authentic brand design. The Frozen Anna and Elsa Sony PS5 Bundle decal skin is engineered to feature vibrant photo quality designs and to perfectly fit your PS5 Bundle The Frozen Anna and Elsa skin can be easily applied and removed from your PS5 Bundle with no residue, no mess and no fuss due to 3M adhesive backing. This makes it even easier for you to mix up your PS5 Bundle style as much as you want to keep your device feeling new. All Skinit made decal skins are cut and crafted with everyday PS5 Bundle uses in mind so that each Frozen skin offers a premium feel with a thin functional protection. Shop all officially licensed Frozen Sony PS5 Bundle skins made by Skinit and make it yours today!",Skins,PlayStation 5
MLB The Show 19 - PlayStation 4,Sony,9.99,192101,https://media.gamestop.com/i/gamestop/10170067/MLB-The-Show-19---PlayStation-4?$pdp2x$,"The Show is back! MLB® The Show™ 19 brings you the best of baseball. Play America's pastime your way, with new game modes, expanded team building and player customization, and an extensive personalized RPG experience. Create your own player and rise through the MLB ranks or play against others as baseball's greatest stars and legends. Fierce online competition*, exciting RPG action, lightning fast gameplay––The Show 19 has it all. This is more than baseball. Welcome to The Show.",Video Games,PlayStation 4
Hasbro Star Wars The Vintage Collection Star Wars: The Clone Wars Ahsoka Tano 3.75-in Action Figure,Hasbro,13.99,313737,https://media.gamestop.com/i/gamestop/11163024/Hasbro-Star-Wars-The-Vintage-Collection-Star-Wars-The-Clone-Wars-Ahsoka-Tano-3.75-in-Action-Figure?$pdp2x$,"Ahsoka Tano, the Padawan to Anakin Skywalker and hero of the Clone Wars, grew from headstrong student into mature leader. But her destiny laid along a different path.",Links,hasbro2021pulsecon
Namaste Lotus Flower Word Art Mens Tank Top,LA Pop Art,20.49,274593,https://media.gamestop.com/i/gamestop/11139820_orange/Namaste-Lotus-Flower-Word-Art-Mens-Tank-Top-orange?$pdp2x$,"Lotus flower created out of the word NamasteThe lotus flower is a symbol of purity, enlightenment, self-regeneration and rebirth. The word ""Namaste"" has a spiritual meaning that conveys ""the divine in me respectfully recognizes the divine in you."" We have combined them to create this beautiful ""Word Art"" design. We hope that you can help share this wonderful message to the world with the purchase of our unique product. Namaste. ",Men's,T-Shirts
List of Great Rock Guitarist Rock Guitar Word Art Womens Premium Blend T-Shirt,LA Pop Art,26.99,279886,https://media.gamestop.com/i/gamestop/11143621_red/List-of-Great-Rock-Guitarist-Rock-Guitar-Word-Art-Womens-Premium-Blend-T-Shirt-red?$pdp2x$,"  Page Title   Created using the names of some of the greatest Rock Guitarists of all time The history of Rock and Roll is rich with some amazingly talented people. To pay tribute to some of the best that help shape Rock music, we created this guitar artwork created out of their legendary names.  ",Women's,T-Shirts
Honu Turtle Hawaiian Islands Word Art  Drawstring Backpack,LA Pop Art,13.99,278292,https://media.gamestop.com/i/gamestop/11143291/Honu-Turtle-Hawaiian-Islands-Word-Art--Drawstring-Backpack?$pdp2x$,"  Page Title   Created using The Hawaiian Island Names  There are three species of sea turtles native to the Hawaiian Islands: the Green, the Hawksbill, and the Leatherback. These fascinating creatures have played important roles in the environment and culture of Hawaii's people. Of the three native sea turtles, the Green Turtle also called Honu is the most popular and has become a symbol of the enchantment of the Hawaiian Islands. Our Honu Turtle is created using the names of all the Hawaiian Islands.   ",Bags,Backpacks
St. Louis Cardinals Yadier Molina Impact Jersey Framed Photo,Highland Mint,49.99,263899,https://media.gamestop.com/i/gamestop/11136451/St.-Louis-Cardinals-Yadier-Molina-Impact-Jersey-Framed-Photo?$pdp2x$,"This unique collectible frame features an action photo of your favorite MLB star super imposed on his respective jersey number. The printed art is delivered in a 13"" x 13"" wood frame under glass and ready to hang. Officially Licensed by the MLB and MLBPA. Proudly made in the USA by The Highland Mint!",Home,Wall Art
Battle Chef Brigade,Nintendo,19.99,167089,https://media.gamestop.com/i/gamestop/10161259/Battle-Chef-Brigade?$pdp2x$,"In the fantasy realm of Victusia, the members of the elite Battle Chef Brigade are revered for their ability to skillfully take down monsters and transform their kills into delicious cuisine! But getting in isn't easy; chefs from across Victusia must vie for their spot in a high stakes competition. Follow two contestants, Mina and Thrash, as their journeys through the tournament unfold. In order to become a Brigadier you'll need to hunt monsters with combo-based attacks and prepare your freshly caught ingredients in puzzle-based cooking challenges to serve up winning dishes to the judges – all while the round clock ticks down.",Video Games,Nintendo Switch
Marvel Avengers Anime Logo Mens T-Shirt,Fifth Sun,21.99,285576,https://media.gamestop.com/i/gamestop/11142087/Marvel-Avengers-Anime-Logo-Mens-T-Shirt?$pdp2x$,"Lose yourself in the pages of a comic book or the movie adventure of a lifetime with your favorite Marvel superheroes! Whether you want to swing through the city with Spider-Man, smash some walls with the Hulk, or sail through the air with Iron Man, you'll need to be wearing the best Marvel designs to do it! It's time to get marvel-ous in awesome Marvel apparel!",Men's,T-Shirts
Candyman Poster Mens T-Shirt,Tee Shirt Central,19.99,316222,https://media.gamestop.com/i/gamestop/11168005/Candyman-Poster-Mens-T-Shirt?$pdp2x$,Terrify your friends with this Candyman Tee! 100% Cotton. Pre-Shrunk Knit Jersey. Classic Fit. Artwork Licensed by Goodie Two Sleeves.,Men's,T-Shirts
Senran Kagura Estival Versus - Endless Summer Edition,XSEED Games,19.99,122068,https://media.gamestop.com/i/gamestop/10127448/Senran-Kagura-Estival-Versus---Endless-Summer-Edition?$pdp2x$,"The high-flying, high-bouncing ninja girls of SENRAN KAGURA return, this time with more moves, more playable characters, more story and attitude, and more destruction online with matches that can support up to 10 players (PS4 version only; PS Vita supports up to 4 players). All the previous shinobi girls return with a host of upgraded moves to master, and new playable characters offer more challenges to conquer, along with a story that's equal parts sexy and shocking, serious and scandalous, busty and brawling.",PS Vita,Games
XOXO Heart Word Art  Large Tote Bag,LA Pop Art,14.99,278531,https://media.gamestop.com/i/gamestop/11143845/XOXO-Heart-Word-Art--Large-Tote-Bag?$pdp2x$,"  Page Title   Created out of the letters XOXO XOXO, referring to hugs and kisses, has become the universal way of expressing affection.  This stylish ""word art"" heart symbol created out of X's and O's is the perfect way to take expressing love and affection to the next level.   ",Bags,Travel Totes
Amazfit T-Rex Smartwatch Green,Amazfit,139.99,317928,https://media.gamestop.com/i/gamestop/11168821/Amazfit-T-Rex-Smartwatch-Green?$pdp2x$,"Amazfit T-Rex Smartwatch with 12 Military Certifications,Rugged Body,20-day Battery Life,AMOLED Display.",Wearable Technology,Smart Watches
KidKraft Lil' Friends Play Kitchen,KidKraft,79.99,318626,https://media.gamestop.com/i/gamestop/11169822/KidKraft-Lil-Friends-Play-Kitchen?$pdp2x$,"Emojin' the fun in the expressive KidKraft Lil' Friends Play Kitchen that's full of personality! With its own line of accessories, these new kitchen buddies will be fully equipped for cooking duty. All doors feature cutout notches for opening and closing with ease.  With so much to discover—knobs, buttons, accessories—there will be stories, smiles and sweet surprises all day in the Lil' Friends Play Kitchen.",Toys & Games,Playsets
Spider-Man Miles Morales Crew Socks (5 Pack),Bioworld Merchandising,9.99,236203,https://media.gamestop.com/i/gamestop/11146922/Spider-Man-Miles-Morales-Crew-Socks-5-Pack?$pdp2x$,Become apart of the Spider-Verse with this 5 pack Spiderman socks!,Clothing,Socks & Hosiery
Quail in the Succulent Garden T-Shirt,Geeknet,19.99,222915,https://media.gamestop.com/i/gamestop/11106853/Quail-in-the-Succulent-Garden-T-Shirt?$pdp2x$,"Our regular tee is an everyday staple. This pre-shrunk classic features zero side seams, and double-needle stitched sleeves giving your wardrobe the upgrade it deserves. 100% cotton (except Heathers). Officially Licensed Art by Leroy Hornblower",Men's,T-Shirts
Sonix Case for iPhone 13 Blush Quartz,Sonix,34.99,324684,https://media.gamestop.com/i/gamestop/11177047/Sonix-Case-for-iPhone-13-Blush-Quartz?$pdp2x$,"Blush Quartz, iPhone Case features a subtle, yet statement making pink marble quartz design. Pretty & Bold. Essentials you want. Unlike others, the actual material of our cases are antimicrobial (this is not your average surface coating). The antimicrobial agent is injected and mixed into the plastic during production. This ensures that the antimicrobial protection won’t chip away nor deteriorate with use.",Accessories,Cases & Storage
The Crew 2 Gold Edition - Xbox One,Ubisoft,17.99,309928,https://media.gamestop.com/i/gamestop/10152805/The-Crew-2-Gold-Edition---Xbox-One?$pdp2x$,"Take on the American motorsports scene as you explore and dominate the land, air, and sea across the entire US.  With a wide variety of exotic cars, bikes, boats, and planes to choose from, experience the unbridled thrill and adrenaline-pumping excitement of competing across the entire US as you test your skills in a wide range of driving disciplines. Record every heart-pounding moment and share them with the simple push of a button. Fame is yours to take!",Video Games,Xbox One
Country Music Stars Guitar Word Art Mens Premium Blend T-Shirt,LA Pop Art,26.99,264713,https://media.gamestop.com/i/gamestop/11139209_black/Country-Music-Stars-Guitar-Word-Art-Mens-Premium-Blend-T-Shirt-black?$pdp2x$,"Created using the some of Country Music's Most Legendary Names.  Created using the some of Country Music's Most Legendary Names - Country Music is more than just a genre of Music. It's a lifestyle. Country music has changed significantly over the years from small dusty bars to large arena tours. Despite the huge spike in popularity at its core the lifestyle is exactly the same. Throughout the decades there have been then leaders, the trendsetters and the geniuses that have kept Country Music alive and kicking. This guitar is created out of some of the country music's most popular legends (past and present) and is a celebration of Country Music as a whole.",Men's,T-Shirts
Skinit MLB Atlanta Braves Console Skin for Xbox Series X,Skinit,24.99,257002,https://media.gamestop.com/i/gamestop/11132850/Skinit-MLB-Atlanta-Braves-Console-Skin-for-Xbox-Series-X?$pdp2x$,"The MLB Atlanta Braves Xbox Series X Console Skin is made from a 3M durable auto-grade vinyl for an ultimate lightweight Xbox Series X Console decal protection without the bulk. Every Skinit Atlanta Braves skin is officially licensed by MLB for an authentic brand design. The Atlanta Braves Atlanta Braves Split Microsoft Xbox Series X Console decal skin is engineered to feature vibrant photo quality designs and to perfectly fit your Xbox Series X Console The Atlanta Braves Atlanta Braves Split skin can be easily applied and removed from your Xbox Series X Console with no residue, no mess and no fuss due to 3M adhesive backing. This makes it even easier for you to mix up your Xbox Series X Console style as much as you want to keep your device feeling new. All Skinit made decal skins are cut and crafted with everyday Xbox Series X Console uses in mind so that each Atlanta Braves skin offers a premium feel with a thin functional protection. Shop all officially licensed MLB Atlanta Braves Microsoft Xbox Series X Console skins made by Skinit and make it yours today!",Skins,Xbox Series X|S
